ticket_id,date,park_price,our_price,savings
139,2026-05-07,179,159,20
138,2026-05-07,159,159,0
140,2026-05-07,248,219,29
137,2026-05-08,199,170,29
136,2026-05-08,194,165,29
139,2026-05-08,194,165,29
138,2026-05-08,174,159,15
140,2026-05-08,266,237,29
137,2026-05-09,199,170,29
136,2026-05-09,194,165,29
139,2026-05-09,194,165,29
138,2026-05-09,174,159,15
140,2026-05-09,266,237,29
137,2026-05-10,199,170,29
136,2026-05-10,194,165,29
139,2026-05-10,194,165,29
138,2026-05-10,174,159,15
140,2026-05-10,266,237,29
137,2026-05-11,194,165,29
136,2026-05-11,179,159,20
139,2026-05-11,189,160,29
138,2026-05-11,169,159,10
140,2026-05-11,258,229,29
137,2026-05-12,189,160,29
136,2026-05-12,174,159,15
139,2026-05-12,184,159,25
138,2026-05-12,164,159,5
140,2026-05-12,253,224,29
137,2026-05-13,189,160,29
136,2026-05-13,174,159,15
139,2026-05-13,184,159,25
138,2026-05-13,164,159,5
140,2026-05-13,253,224,29
137,2026-05-14,189,160,29
136,2026-05-14,174,159,15
139,2026-05-14,184,159,25
138,2026-05-14,164,159,5
140,2026-05-14,253,224,29
137,2026-05-15,199,170,29
136,2026-05-15,189,160,29
139,2026-05-15,194,165,29
138,2026-05-15,174,159,15
140,2026-05-15,264,235,29
137,2026-05-16,199,170,29
136,2026-05-16,189,160,29
139,2026-05-16,194,165,29
138,2026-05-16,174,159,15
140,2026-05-16,264,235,29
137,2026-05-17,194,165,29
136,2026-05-17,184,159,25
139,2026-05-17,189,160,29
138,2026-05-17,169,159,10
140,2026-05-17,259,230,29
137,2026-05-18,184,159,25
136,2026-05-18,169,159,10
139,2026-05-18,179,159,20
138,2026-05-18,159,159,0
140,2026-05-18,248,219,29
137,2026-05-19,189,160,29
136,2026-05-19,174,159,15
139,2026-05-19,184,159,25
138,2026-05-19,164,159,5
140,2026-05-19,253,224,29
137,2026-05-20,189,160,29
136,2026-05-20,174,159,15
139,2026-05-20,184,159,25
138,2026-05-20,164,159,5
140,2026-05-20,253,224,29
137,2026-05-21,189,160,29
136,2026-05-21,174,159,15
139,2026-05-21,184,159,25
138,2026-05-21,164,159,5
140,2026-05-21,253,224,29
137,2026-05-22,199,170,29
136,2026-05-22,194,165,29
139,2026-05-22,194,165,29
138,2026-05-22,179,159,20
140,2026-05-22,267,238,29
137,2026-05-23,199,170,29
136,2026-05-23,194,165,29
139,2026-05-23,194,165,29
138,2026-05-23,179,159,20
140,2026-05-23,267,238,29
137,2026-05-24,199,170,29
136,2026-05-24,194,165,29
139,2026-05-24,194,165,29
138,2026-05-24,179,159,20
140,2026-05-24,267,238,29
137,2026-05-25,199,170,29
136,2026-05-25,184,159,25
139,2026-05-25,194,165,29
138,2026-05-25,179,159,20
140,2026-05-25,264,235,29
137,2026-05-26,199,170,29
136,2026-05-26,184,159,25
139,2026-05-26,194,165,29
138,2026-05-26,174,159,15
140,2026-05-26,263,234,29
137,2026-05-27,199,170,29
136,2026-05-27,184,159,25
139,2026-05-27,194,165,29
138,2026-05-27,174,159,15
140,2026-05-27,263,234,29
137,2026-05-28,199,170,29
136,2026-05-28,184,159,25
139,2026-05-28,194,165,29
138,2026-05-28,174,159,15
140,2026-05-28,263,234,29
137,2026-05-29,199,170,29
136,2026-05-29,189,160,29
139,2026-05-29,194,165,29
138,2026-05-29,169,159,10
140,2026-05-29,263,234,29
137,2026-05-30,194,165,29
136,2026-05-30,184,159,25
139,2026-05-30,189,160,29
138,2026-05-30,169,159,10
140,2026-05-30,254,225,29
137,2026-05-31,189,160,29
136,2026-05-31,179,159,20
139,2026-05-31,184,159,25
138,2026-05-31,164,159,5
140,2026-05-31,249,220,29
137,2026-06-01,194,165,29
136,2026-06-01,179,159,20
139,2026-06-01,189,160,29
138,2026-06-01,169,159,10
140,2026-06-01,253,224,29
137,2026-06-02,194,165,29
136,2026-06-02,179,159,20
139,2026-06-02,189,160,29
138,2026-06-02,169,159,10
140,2026-06-02,253,224,29
137,2026-06-03,189,160,29
136,2026-06-03,174,159,15
139,2026-06-03,184,159,25
138,2026-06-03,164,159,5
140,2026-06-03,248,219,29
137,2026-06-04,189,160,29
136,2026-06-04,174,159,15
139,2026-06-04,184,159,25
138,2026-06-04,164,159,5
140,2026-06-04,248,219,29
137,2026-06-05,194,165,29
136,2026-06-05,179,159,20
139,2026-06-05,189,160,29
138,2026-06-05,169,159,10
140,2026-06-05,258,229,29
137,2026-06-06,194,165,29
136,2026-06-06,179,159,20
139,2026-06-06,189,160,29
138,2026-06-06,169,159,10
140,2026-06-06,253,224,29
137,2026-06-07,194,165,29
136,2026-06-07,179,159,20
139,2026-06-07,189,160,29
138,2026-06-07,169,159,10
140,2026-06-07,258,229,29
137,2026-06-08,189,160,29
136,2026-06-08,174,159,15
139,2026-06-08,184,159,25
138,2026-06-08,164,159,5
140,2026-06-08,248,219,29
137,2026-06-09,189,160,29
136,2026-06-09,174,159,15
139,2026-06-09,184,159,25
138,2026-06-09,164,159,5
140,2026-06-09,248,219,29
137,2026-06-10,189,160,29
136,2026-06-10,174,159,15
139,2026-06-10,184,159,25
138,2026-06-10,164,159,5
140,2026-06-10,248,219,29
137,2026-06-11,189,160,29
136,2026-06-11,174,159,15
139,2026-06-11,184,159,25
138,2026-06-11,164,159,5
140,2026-06-11,248,219,29
137,2026-06-12,194,165,29
136,2026-06-12,179,159,20
139,2026-06-12,189,160,29
138,2026-06-12,169,159,10
140,2026-06-12,253,224,29
137,2026-06-13,199,170,29
136,2026-06-13,184,159,25
139,2026-06-13,194,165,29
138,2026-06-13,174,159,15
140,2026-06-13,258,229,29
137,2026-06-14,194,165,29
136,2026-06-14,179,159,20
139,2026-06-14,189,160,29
138,2026-06-14,169,159,10
140,2026-06-14,253,224,29
137,2026-06-15,189,160,29
136,2026-06-15,174,159,15
139,2026-06-15,184,159,25
138,2026-06-15,164,159,5
140,2026-06-15,248,219,29
137,2026-06-16,189,160,29
136,2026-06-16,174,159,15
139,2026-06-16,184,159,25
138,2026-06-16,164,159,5
140,2026-06-16,248,219,29
137,2026-06-17,189,160,29
136,2026-06-17,174,159,15
139,2026-06-17,184,159,25
138,2026-06-17,164,159,5
140,2026-06-17,248,219,29
137,2026-06-18,189,160,29
136,2026-06-18,174,159,15
139,2026-06-18,184,159,25
138,2026-06-18,164,159,5
140,2026-06-18,248,219,29
137,2026-06-19,194,165,29
136,2026-06-19,179,159,20
139,2026-06-19,189,160,29
138,2026-06-19,169,159,10
140,2026-06-19,253,224,29
137,2026-06-20,199,170,29
136,2026-06-20,184,159,25
139,2026-06-20,194,165,29
138,2026-06-20,174,159,15
140,2026-06-20,258,229,29
137,2026-06-21,194,165,29
136,2026-06-21,179,159,20
139,2026-06-21,189,160,29
138,2026-06-21,169,159,10
140,2026-06-21,253,224,29
137,2026-06-22,194,165,29
136,2026-06-22,179,159,20
139,2026-06-22,189,160,29
138,2026-06-22,169,159,10
140,2026-06-22,253,224,29
137,2026-06-23,189,160,29
136,2026-06-23,174,159,15
139,2026-06-23,184,159,25
138,2026-06-23,164,159,5
140,2026-06-23,248,219,29
137,2026-06-24,189,160,29
136,2026-06-24,174,159,15
139,2026-06-24,184,159,25
138,2026-06-24,164,159,5
140,2026-06-24,248,219,29
137,2026-06-25,199,170,29
136,2026-06-25,184,159,25
139,2026-06-25,194,165,29
138,2026-06-25,174,159,15
140,2026-06-25,258,229,29
137,2026-06-26,199,170,29
136,2026-06-26,189,160,29
139,2026-06-26,194,165,29
138,2026-06-26,174,159,15
140,2026-06-26,264,235,29
137,2026-06-27,199,170,29
136,2026-06-27,189,160,29
139,2026-06-27,194,165,29
138,2026-06-27,174,159,15
140,2026-06-27,264,235,29
137,2026-06-28,199,170,29
136,2026-06-28,189,160,29
139,2026-06-28,194,165,29
138,2026-06-28,174,159,15
140,2026-06-28,264,235,29
137,2026-06-29,194,165,29
136,2026-06-29,179,159,20
139,2026-06-29,189,160,29
138,2026-06-29,169,159,10
140,2026-06-29,258,229,29
137,2026-06-30,194,165,29
136,2026-06-30,184,159,25
139,2026-06-30,189,160,29
138,2026-06-30,169,159,10
140,2026-06-30,259,230,29
137,2026-07-01,189,160,29
136,2026-07-01,174,159,15
139,2026-07-01,184,159,25
138,2026-07-01,164,159,5
140,2026-07-01,253,224,29
137,2026-07-02,189,160,29
136,2026-07-02,179,159,20
139,2026-07-02,184,159,25
138,2026-07-02,164,159,5
140,2026-07-02,254,225,29
137,2026-07-03,199,170,29
136,2026-07-03,189,160,29
139,2026-07-03,194,165,29
138,2026-07-03,169,159,10
140,2026-07-03,263,234,29
137,2026-07-04,199,170,29
136,2026-07-04,189,160,29
139,2026-07-04,194,165,29
138,2026-07-04,169,159,10
140,2026-07-04,263,234,29
137,2026-07-05,194,165,29
136,2026-07-05,179,159,20
139,2026-07-05,189,160,29
138,2026-07-05,169,159,10
140,2026-07-05,258,229,29
137,2026-07-06,189,160,29
136,2026-07-06,174,159,15
139,2026-07-06,179,159,20
138,2026-07-06,164,159,5
140,2026-07-06,252,223,29
137,2026-07-07,179,159,20
136,2026-07-07,169,159,10
139,2026-07-07,174,159,15
138,2026-07-07,159,159,0
140,2026-07-07,246,217,29
137,2026-07-08,179,159,20
136,2026-07-08,169,159,10
139,2026-07-08,174,159,15
138,2026-07-08,159,159,0
140,2026-07-08,241,212,29
137,2026-07-09,179,159,20
136,2026-07-09,169,159,10
139,2026-07-09,174,159,15
138,2026-07-09,159,159,0
140,2026-07-09,241,212,29
137,2026-07-10,184,159,25
136,2026-07-10,174,159,15
139,2026-07-10,179,159,20
138,2026-07-10,164,159,5
140,2026-07-10,246,217,29
137,2026-07-11,184,159,25
136,2026-07-11,174,159,15
139,2026-07-11,179,159,20
138,2026-07-11,164,159,5
140,2026-07-11,251,222,29
137,2026-07-12,179,159,20
136,2026-07-12,169,159,10
139,2026-07-12,174,159,15
138,2026-07-12,159,159,0
140,2026-07-12,246,217,29
137,2026-07-13,174,159,15
136,2026-07-13,164,159,5
139,2026-07-13,169,159,10
138,2026-07-13,154,159,0
140,2026-07-13,241,212,29
137,2026-07-14,179,159,20
136,2026-07-14,169,159,10
139,2026-07-14,174,159,15
138,2026-07-14,159,159,0
140,2026-07-14,246,217,29
137,2026-07-15,179,159,20
136,2026-07-15,169,159,10
139,2026-07-15,174,159,15
138,2026-07-15,159,159,0
140,2026-07-15,246,217,29
137,2026-07-16,174,159,15
136,2026-07-16,164,159,5
139,2026-07-16,169,159,10
138,2026-07-16,154,159,0
140,2026-07-16,236,207,29
137,2026-07-17,184,159,25
136,2026-07-17,174,159,15
139,2026-07-17,179,159,20
138,2026-07-17,164,159,5
140,2026-07-17,246,217,29
137,2026-07-18,184,159,25
136,2026-07-18,174,159,15
139,2026-07-18,179,159,20
138,2026-07-18,164,159,5
140,2026-07-18,246,217,29
137,2026-07-19,179,159,20
136,2026-07-19,169,159,10
139,2026-07-19,174,159,15
138,2026-07-19,159,159,0
140,2026-07-19,241,212,29
137,2026-07-20,174,159,15
136,2026-07-20,164,159,5
139,2026-07-20,169,159,10
138,2026-07-20,154,159,0
140,2026-07-20,236,207,29
137,2026-07-21,174,159,15
136,2026-07-21,164,159,5
139,2026-07-21,169,159,10
138,2026-07-21,154,159,0
140,2026-07-21,236,207,29
137,2026-07-22,179,159,20
136,2026-07-22,169,159,10
139,2026-07-22,174,159,15
138,2026-07-22,159,159,0
140,2026-07-22,241,212,29
137,2026-07-23,179,159,20
136,2026-07-23,169,159,10
139,2026-07-23,174,159,15
138,2026-07-23,159,159,0
140,2026-07-23,241,212,29
137,2026-07-24,184,159,25
136,2026-07-24,174,159,15
139,2026-07-24,179,159,20
138,2026-07-24,164,159,5
140,2026-07-24,246,217,29
137,2026-07-25,184,159,25
136,2026-07-25,174,159,15
139,2026-07-25,179,159,20
138,2026-07-25,164,159,5
140,2026-07-25,246,217,29
137,2026-07-26,179,159,20
136,2026-07-26,169,159,10
139,2026-07-26,174,159,15
138,2026-07-26,159,159,0
140,2026-07-26,241,212,29
137,2026-07-27,174,159,15
136,2026-07-27,164,159,5
139,2026-07-27,169,159,10
138,2026-07-27,154,159,0
140,2026-07-27,236,207,29
137,2026-07-28,174,159,15
136,2026-07-28,164,159,5
139,2026-07-28,169,159,10
138,2026-07-28,154,159,0
140,2026-07-28,236,207,29
137,2026-07-29,174,159,15
136,2026-07-29,164,159,5
139,2026-07-29,169,159,10
138,2026-07-29,154,159,0
140,2026-07-29,236,207,29
137,2026-07-30,174,159,15
136,2026-07-30,164,159,5
139,2026-07-30,169,159,10
138,2026-07-30,154,159,0
140,2026-07-30,236,207,29
137,2026-07-31,179,159,20
136,2026-07-31,174,159,15
139,2026-07-31,174,159,15
138,2026-07-31,159,159,0
140,2026-07-31,242,213,29
137,2026-08-01,184,159,25
136,2026-08-01,179,159,20
139,2026-08-01,179,159,20
138,2026-08-01,164,159,5
140,2026-08-01,247,218,29
137,2026-08-02,179,159,20
136,2026-08-02,174,159,15
139,2026-08-02,174,159,15
138,2026-08-02,159,159,0
140,2026-08-02,242,213,29
137,2026-08-03,174,159,15
136,2026-08-03,159,159,0
139,2026-08-03,169,159,10
138,2026-08-03,149,159,0
140,2026-08-03,233,204,29
137,2026-08-04,174,159,15
136,2026-08-04,159,159,0
139,2026-08-04,169,159,10
138,2026-08-04,149,159,0
140,2026-08-04,233,204,29
137,2026-08-05,169,159,10
136,2026-08-05,154,159,0
139,2026-08-05,164,159,5
138,2026-08-05,144,159,0
140,2026-08-05,228,201,27
137,2026-08-06,169,159,10
136,2026-08-06,154,159,0
139,2026-08-06,164,159,5
138,2026-08-06,144,159,0
140,2026-08-06,228,201,27
137,2026-08-07,164,159,5
136,2026-08-07,159,159,0
139,2026-08-07,164,159,5
138,2026-08-07,144,159,0
140,2026-08-07,228,201,27
137,2026-08-08,179,159,20
136,2026-08-08,174,159,15
139,2026-08-08,174,159,15
138,2026-08-08,154,159,0
140,2026-08-08,241,212,29
137,2026-08-09,174,159,15
136,2026-08-09,169,159,10
139,2026-08-09,169,159,10
138,2026-08-09,149,159,0
140,2026-08-09,236,207,29
137,2026-08-10,169,159,10
136,2026-08-10,154,159,0
139,2026-08-10,164,159,5
138,2026-08-10,144,159,0
140,2026-08-10,223,201,22
137,2026-08-11,159,159,0
136,2026-08-11,149,159,0
139,2026-08-11,159,159,0
138,2026-08-11,139,159,0
140,2026-08-11,217,201,16
137,2026-08-12,164,159,5
136,2026-08-12,154,159,0
139,2026-08-12,159,159,0
138,2026-08-12,139,159,0
140,2026-08-12,219,201,18
137,2026-08-13,169,159,10
136,2026-08-13,154,159,0
139,2026-08-13,164,159,5
138,2026-08-13,144,159,0
140,2026-08-13,223,201,22
137,2026-08-14,169,159,10
136,2026-08-14,164,159,5
139,2026-08-14,169,159,10
138,2026-08-14,149,159,0
140,2026-08-14,233,204,29
137,2026-08-15,179,159,20
136,2026-08-15,169,159,10
139,2026-08-15,174,159,15
138,2026-08-15,149,159,0
140,2026-08-15,238,209,29
137,2026-08-16,169,159,10
136,2026-08-16,164,159,5
139,2026-08-16,164,159,5
138,2026-08-16,144,159,0
140,2026-08-16,231,202,29
137,2026-08-17,169,159,10
136,2026-08-17,159,159,0
139,2026-08-17,164,159,5
138,2026-08-17,139,159,0
140,2026-08-17,228,201,27
137,2026-08-18,139,159,0
136,2026-08-18,129,159,0
139,2026-08-18,139,159,0
138,2026-08-18,119,159,0
140,2026-08-18,197,201,0
137,2026-08-19,154,159,0
136,2026-08-19,139,159,0
139,2026-08-19,149,159,0
138,2026-08-19,129,159,0
140,2026-08-19,208,201,7
137,2026-08-20,149,159,0
136,2026-08-20,129,159,0
139,2026-08-20,139,159,0
138,2026-08-20,119,159,0
140,2026-08-20,199,201,0
137,2026-08-21,139,159,0
136,2026-08-21,134,159,0
139,2026-08-21,139,159,0
138,2026-08-21,119,159,0
140,2026-08-21,198,201,0
137,2026-08-22,159,159,0
136,2026-08-22,149,159,0
139,2026-08-22,154,159,0
138,2026-08-22,134,159,0
140,2026-08-22,219,201,18
137,2026-08-23,159,159,0
136,2026-08-23,149,159,0
139,2026-08-23,154,159,0
138,2026-08-23,129,159,0
140,2026-08-23,218,201,17
137,2026-08-24,154,159,0
136,2026-08-24,129,159,0
139,2026-08-24,139,159,0
138,2026-08-24,119,159,0
